QuestionText,"Fit a linear model into <a href='https://scs-technology-and-innovation.github.io/casestudy/demo/select.html?s=402&n=10' target='_blank'>casestudy402.csv</a>. Select the correct slope-intercept pair.",HTML,,
Pts,1,,,
Difficulty,1,,,
Image,,,,
Option,0,"Slope 3.17, intercept 4.43",,"Think carefully which value is which. Careful with the rounding, too."
Option,0,"Slope -0.20, intercept 4.70",,"Think carefully which value is which. Careful with the rounding, too."
Option,0,"Slope 9.91, intercept 1.23",,"Think carefully which value is which. Careful with the rounding, too."
Option,100,"Slope 1.23, intercept 9.91",,Nicely done.
Option,0,"Slope 4.70, intercept -0.20",,"Think carefully which value is which. Careful with the rounding, too."
Option,0,"Slope 4.43, intercept 3.17",,"Think carefully which value is which. Careful with the rounding, too."
Hint,"Use LinearRegression from scikit-learn. The data file is automatically downloaded whenclicking the link in the question. Check your download folder if you cannot find it.",,,
Feedback,"The slope is listed as the first (and only) coefficient of the fitted model.",,,
,,,,
,,,,
